PooledFundName,PooledFundId,FiscalYear,DonorName,DonorCode,GMSDonorId,GMSDonorName,ContributionAmt,ContributionPercent
Nigeria,75,2018,Government of Switzerland,16,24,Switzerland,1518218.62,0.40000
South Sudan,19,2022,EUROPEAN UNION,105,105,European Commission,2983374.00,0.24000
Syria Cross border,70,2023,Government of Norway,12,17,Norway,10221354.29,0.89000
Ukraine,81,2025,Government of Luxembourg,10,15,Luxembourg,361944.16,0.03000
Syria,62,2025,Government of Denmark,5,8,Denmark,6168125.84,0.81000
Iraq,72,2015,Government of Netherlands,11,16,Netherlands,20672683.18,5.47000
Somalia,21,2014,Government of Australia,2,3,Australia,4383984.65,0.50000
Afghanistan,23,2021,Government of Ireland,129,13,Ireland,1738731.84,0.15000
Afghanistan,23,2023,Government of Spain,15,21,Spain,1062699.26,0.09000
Niger (RhPF-WCA),84,2023,Government of Canada,119,7,Canada,743417.04,1.08000
Syria,62,2022,Iceland,55,55,Iceland,194643.41,0.03000
Ethiopia,53,2008,Government of Switzerland,16,24,Switzerland,689852.77,0.06000
Sudan,15,2023,Government of Denmark,5,8,Denmark,4381209.63,0.26000
South Sudan,19,2018,Government of Luxembourg,10,15,Luxembourg,370535.10,0.03000
Somalia,21,2018,Government of Switzerland,16,24,Switzerland,1529473.23,0.17000
Yemen,64,2020,Government of Malaysia,69,69,Malaysia,100000.00,0.01000
Sudan,15,2024,Government of Canada,119,7,Canada,4007071.11,0.24000
Afghanistan,23,2026,Government of Canada,119,7,Canada,974025.97,0.08000
oPt,67,2024,Kuwait,64,64,Kuwait,1250000.00,0.25000
DRC,24,2015,Government of the United Kingdom (Former DFID),19,9,United Kingdom,21159621.58,1.39000
Syria,62,2020,Government of Cyprus,45,45,Cyprus,12500.00,0.00000
DRC,24,2012,Agencia Española de Cooperación Internacional para el Desarrollo,21,21,Spain,3833100.00,0.25000
Syria Cross border,70,2024,Government of Germany,7,11,Germany,12235000.27,1.06000
Syria,62,2016,Government of Switzerland,16,24,Switzerland,1521298.17,0.20000
Ethiopia,53,2023,New Zealand,80,80,New Zealand,1073800.00,0.10000
Ukraine,81,2022,Government of Republic of Korea,14,63,Republic of Korea,2650000.00,0.24000
Myanmar,59,2016,Sida,20,22,Sweden,1210960.02,0.30000
Myanmar,59,2025,Government of Luxembourg,10,15,Luxembourg,361944.16,0.09000
Iraq,72,2021,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),3188.98,0.00000
Somalia,21,2012,Government of Netherlands,11,16,Netherlands,8500000.00,0.96000
DRC,24,2020,Government of Republic of Korea,14,63,Republic of Korea,500000.00,0.03000
Haiti,54,2010,Saudi Arabia,91,91,Saudi Arabia,50000000.00,53.00000
Sudan,15,2023,Government of Republic of Korea,14,63,Republic of Korea,770000.00,0.05000
oPt,67,2020,IRISH AID,23,13,Ireland,444469.98,0.09000
Syria Cross border,70,2017,Government of Republic of Korea,14,63,Republic of Korea,1000000.00,0.09000
Yemen,64,2023,Government of Germany,7,11,Germany,5393743.26,0.43000
DRC,24,2021,Government of Luxembourg,10,15,Luxembourg,426038.55,0.03000
Ethiopia,53,2020,New Zealand,80,80,New Zealand,1129100.00,0.10000
South Sudan,19,2021,Government of Azerbaijan,3,5,Azerbaijan,16666.67,0.00000
Sudan,15,2010,Government of Netherlands,11,16,Netherlands,10209785.00,0.60000
Pakistan,60,2010,Botswana,35,35,Botswana,103040.00,0.10000
Niger (RhPF-WCA),84,2025,IRISH AID,23,13,Ireland,851305.34,1.23000
Ethiopia,53,2025,Government of Norway,12,17,Norway,1275068.83,0.11000
Myanmar,59,2019,Government of Luxembourg,10,15,Luxembourg,397727.27,0.10000
Ukraine,81,2023,New Zealand,80,80,New Zealand,1204800.00,0.11000
Haiti,54,2008,Government of the United Kingdom (Former DFID),19,9,United Kingdom,921658.99,0.98000
Colombia,52,2013,Sida,20,22,Sweden,611192.69,4.05000
Haiti (RhPF-LAC),88,2024,Government of Republic of Korea,14,63,Republic of Korea,2000000.00,1.42000
Burkina Faso (RhPF-WCA),85,2025,Government of Luxembourg,10,15,Luxembourg,361944.16,0.38000
Jordan,73,2016,Government of Belgium,4,6,Belgium,5918827.51,9.07000
Afghanistan,23,2018,Government of Australia,2,3,Australia,764291.95,0.06000
Afghanistan,23,2019,Government of Republic of Korea,14,63,Republic of Korea,1000000.00,0.08000
Ukraine,81,2022,Government of France,50,50,France,18103403.63,1.62000
Ukraine,81,2023,Private Contributions,1011,,Private Contributions,100.00,0.00000
Syria,62,2020,Government of Norway,12,17,Norway,7499230.60,0.99000
Iraq,72,2021,Government of Canada,119,7,Canada,1195081.05,0.32000
South Sudan,19,2017,Government of Belgium,4,6,Belgium,4790400.00,0.39000
Myanmar,59,2021,IRISH AID,23,13,Ireland,563063.06,0.14000
Afghanistan,23,2024,IRISH AID,23,13,Ireland,3218884.12,0.27000
Venezuela,83,2026,Government of Canada,119,7,Canada,728397.42,0.93000
Syria,62,2023,Government of Germany,7,11,Germany,5359056.81,0.71000
oPt,67,2022,Government of Italy,9,14,Italy,1113488.75,0.22000
DRC,24,2025,Government of France,50,50,France,585480.09,0.04000
Iraq,72,2018,Government of Netherlands,11,16,Netherlands,8254716.98,2.18000
oPt,67,2016,Government of Belgium,4,6,Belgium,2818489.29,0.56000
Yemen,64,2021,IRISH AID,23,13,Ireland,7223687.11,0.58000
Yemen,64,2022,Government of Republic of Korea,14,63,Republic of Korea,2000000.00,0.16000
Yemen,64,2021,Iceland,55,55,Iceland,196263.15,0.02000
oPt,67,2014,Sida,20,22,Sweden,2845150.14,0.57000
Sudan,15,2021,"Government of the United Kingdom (Foreign, Commonwealth & Development Office)",994,9,United Kingdom,13638000.00,0.81000
Yemen,64,2017,Government of Sri Lanka,123,121,Sri Lanka,1250.00,0.00000
Syria,62,2025,Government of Netherlands,11,16,Netherlands,6880733.95,0.91000
Venezuela,83,2024,Government of Switzerland,16,24,Switzerland,696864.11,0.89000
Somalia,21,2019,Government of the United Kingdom (Former DFID),19,9,United Kingdom,4910080.00,0.56000
oPt,67,2019,Government of Spain,15,21,Spain,663716.81,0.13000
Sudan,15,2011,IRISH AID,23,13,Ireland,4014009.00,0.24000
Somalia,21,2012,Government of the United Kingdom (Former DFID),19,9,United Kingdom,25086400.00,2.84000
Syria Cross border,70,2015,Government of the United Kingdom (Former DFID),19,9,United Kingdom,10132204.19,0.88000
Syria Cross border,70,2018,Government of Germany,7,11,Germany,22574636.98,1.96000
Ethiopia,53,2011,IRISH AID,23,13,Ireland,962128.24,0.09000
South Sudan,19,2024,Swiss Agency for Development and Cooperation,22,24,Switzerland,4614902.10,0.37000
Burkina Faso (RhPF-WCA),85,2024,Government of Netherlands,11,16,Netherlands,5359056.81,5.69000
Ethiopia,53,2013,IRISH AID,23,13,Ireland,663129.97,0.06000
Sudan,15,2016,IRISH AID,23,13,Ireland,3278970.00,0.19000
Yemen,64,2020,Government of Norway,12,17,Norway,5221237.54,0.42000
Syria,62,2025,Government of Luxembourg,10,15,Luxembourg,361944.16,0.05000
Yemen,64,2025,Government of Denmark,5,8,Denmark,5474122.34,0.44000
Nigeria,75,2017,Sida,20,22,Sweden,11911831.75,3.15000
Burkina Faso (RhPF-WCA),85,2022,Government of Germany,7,11,Germany,4200448.49,4.46000
Syria Cross border,70,2021,Government of Republic of Korea,14,63,Republic of Korea,1500000.00,0.13000
Ethiopia,53,2020,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),9156.22,0.00000
Afghanistan,23,2023,Government of the United Kingdom (Former DFID),19,9,United Kingdom,1267427.12,0.11000
Nigeria,75,2020,Government of Switzerland,16,24,Switzerland,2129686.58,0.56000
DRC,24,2018,Government of Germany,7,11,Germany,19536077.31,1.29000
Syria Cross border,70,2024,Government of Denmark,5,8,Denmark,5776325.53,0.50000
Somalia,21,2019,Swiss Agency for Development and Cooperation,22,24,Switzerland,526280.00,0.06000
oPt,67,2014,Iceland,55,55,Iceland,130000.00,0.03000
Syria Cross border,70,2015,Government of France,50,50,France,552486.19,0.05000
Lebanon,71,2023,Government of Canada,119,7,Canada,1858542.61,0.58000
Ethiopia,53,2014,Government of Switzerland,16,24,Switzerland,989010.99,0.09000
Chad (RhPF-WCA),90,2024,IRISH AID,23,13,Ireland,527426.16,0.45000
CAR,17,2019,Government of the United Kingdom (Former DFID),19,9,United Kingdom,7263060.00,1.93000
Haiti,54,2014,Sida,20,22,Sweden,1457500.10,1.54000
Yemen,64,2018,Lithuania,67,67,Lithuania,24691.36,0.00000
Syria,62,2022,Government of Republic of Korea,14,63,Republic of Korea,1000000.00,0.13000
Sudan,15,2015,Government of Denmark,5,8,Denmark,5271674.72,0.31000
Yemen,64,2019,Government of Belgium,4,6,Belgium,5681818.18,0.46000
Iraq,72,2022,Government of the United Kingdom (Former DFID),19,9,United Kingdom,361445.78,0.10000
Somalia,21,2017,Sida,20,22,Sweden,8400333.46,0.95000
Myanmar,59,2019,Sida,20,22,Sweden,865182.59,0.21000
Afghanistan,23,2021,Government of France,50,50,France,13513513.51,1.14000
CAR,17,2019,Sida,20,22,Sweden,1631568.77,0.43000
Afghanistan,23,2020,Government of Kazakhstan,872,146,Kazakhstan,50000.00,0.00000
Sudan,15,2017,Sida,20,22,Sweden,7705915.96,0.46000
oPt,67,2019,IRISH AID,23,13,Ireland,330033.00,0.07000
Haiti (RhPF-LAC),88,2025,Government of Germany,7,11,Germany,586854.46,0.42000
Mozambique (RhPF),89,2026,Government of Norway,12,17,Norway,542108.39,0.59000
Syria,62,2014,Sida,20,22,Sweden,1321592.78,0.17000
Ethiopia,53,2020,Government of Denmark,5,8,Denmark,3282575.96,0.29000
Haiti,54,2010,Indonesia,57,57,Indonesia,50000.00,0.05000
Yemen,64,2016,Government of Canada,119,7,Canada,3810104.40,0.31000
Yemen,64,2019,Kuwait,64,64,Kuwait,2000000.00,0.16000
DRC,24,2025,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),26979.44,0.00000
Ethiopia,53,2008,Government of Italy,9,14,Italy,857232.70,0.08000
Mozambique (RhPF),89,2026,Government of the United Kingdom (Former DFID),19,9,United Kingdom,1612903.23,1.77000
Afghanistan,23,2023,Government of Luxembourg,10,15,Luxembourg,383996.90,0.03000
Syria Cross border,70,2024,Government of Norway,12,17,Norway,1699248.18,0.15000
CAR,17,2025,Government of Canada,119,7,Canada,363512.11,0.10000
Lebanon,71,2025,Government of Switzerland,16,24,Switzerland,2365816.25,0.74000
Ukraine,81,2023,Government of Poland,13,18,Poland,1007908.30,0.09000
Haiti (RhPF-LAC),88,2026,Government of Canada,119,7,Canada,733225.11,0.52000
South Sudan,19,2021,EUROPEAN UNION,105,105,European Commission,3386766.00,0.27000
Nigeria,75,2023,Government of Norway,12,17,Norway,3175256.14,0.84000
Syria,62,2023,Government of Luxembourg,10,15,Luxembourg,382096.07,0.05000
Afghanistan,23,2020,Government of Norway,12,17,Norway,1613062.16,0.14000
Lebanon,71,2020,IRISH AID,23,13,Ireland,2533611.94,0.80000
Ukraine,81,2022,Government of Cyprus,45,45,Cyprus,110515.02,0.01000
Haiti (RhPF-LAC),88,2025,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),5599.41,0.00000
Iraq,72,2018,Government of Canada,119,7,Canada,381401.93,0.10000
CAR,17,2015,Government of Denmark,5,8,Denmark,1494985.30,0.40000
Afghanistan,23,2021,Government of the United Kingdom (Former DFID),19,9,United Kingdom,18349500.00,1.55000
oPt,67,2024,Government of Norway,12,17,Norway,11700574.62,2.34000
Lebanon,71,2019,Government of Germany,7,11,Germany,2750275.03,0.86000
Ethiopia,53,2016,IRISH AID,23,13,Ireland,1932059.45,0.17000
Afghanistan,23,2025,Japan,60,60,Japan,53197.00,0.00000
Yemen,64,2013,Government of Norway,12,17,Norway,1614481.51,0.13000
Colombia,52,2015,Government of Switzerland,16,24,Switzerland,613520.03,4.06000
Burkina Faso (RhPF-WCA),85,2021,Government of Norway,12,17,Norway,1212528.47,1.29000
Iraq,72,2015,Government of the United Kingdom (Former DFID),19,9,United Kingdom,29353019.88,7.76000
Iraq,72,2016,Government of Germany,7,11,Germany,15984809.35,4.23000
CAR,17,2022,Government of Germany,7,11,Germany,11325652.00,3.00000
South Sudan,19,2013,Government of the United Kingdom (Former DFID),19,9,United Kingdom,77014064.18,6.21000
Syria Cross border,70,2021,Sida,20,22,Sweden,6892676.55,0.60000
South Sudan,19,2026,IRISH AID,23,13,Ireland,4651162.79,0.37000
Ukraine,81,2023,Government of Canada,119,7,Canada,2261316.17,0.20000
Syria,62,2016,Sida,20,22,Sweden,3577687.47,0.47000
Haiti,54,2010,Private Contributions,1011,,Private Contributions,187768.06,0.20000
Yemen,64,2021,PRIVATE SECTOR,17,19,PRIVATE SECTOR,149975.00,0.01000
DRC,24,2018,Government of Netherlands,11,16,Netherlands,8250200.00,0.54000
South Sudan,19,2023,EUROPEAN UNION,105,105,European Commission,3240492.00,0.26000
Lebanon,71,2024,Government of Luxembourg,10,15,Luxembourg,437636.76,0.14000
South Sudan,19,2026,Jersey,120,120,Jersey,276679.84,0.02000
Mozambique (RhPF),89,2024,Government of the United Kingdom (Former DFID),19,9,United Kingdom,3349317.80,3.67000
Somalia,21,2017,Government of Netherlands,11,16,Netherlands,5429600.00,0.62000
Syria Cross border,70,2020,Government of Netherlands,11,16,Netherlands,13138562.57,1.14000
Syria Cross border,70,2024,United States,102,102,United States,5000000.00,0.44000
Mali (RhPF-WCA),86,2026,Government of Luxembourg,10,15,Luxembourg,343642.61,0.92000
Sudan,15,2018,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),3491.24,0.00000
Syria,62,2015,Government of Norway,12,17,Norway,2895537.03,0.38000
oPt,67,2026,Sida,20,22,Sweden,3732078.44,0.75000
oPt,67,2022,Government of Spain,15,21,Spain,798722.05,0.16000
Nigeria,75,2017,Government of Luxembourg,10,15,Luxembourg,284414.11,0.08000
Ukraine,81,2024,Government of Norway,12,17,Norway,18585201.78,1.66000
Afghanistan,23,2022,Government of Bangladesh,1009,164,Bangladesh,116009.28,0.01000
Yemen,64,2018,Government of Germany,7,11,Germany,43846578.91,3.52000
Afghanistan,23,2022,Government of Belgium,4,6,Belgium,3147957.00,0.27000
Afghanistan,23,2016,Government of the United Kingdom (Former DFID),19,9,United Kingdom,21632400.00,1.82000
South Sudan,19,2018,Government of Ireland,129,13,Ireland,3635376.00,0.29000
Yemen,64,2026,Government of Philippines,85,85,Philippines,100000.00,0.01000
Sudan,15,2024,Government of Norway,12,17,Norway,9055475.38,0.54000
oPt,67,2015,Government of Norway,12,17,Norway,593264.61,0.12000
CAR,17,2021,Jersey Overseas Aid,205,120,Jersey,347805.50,0.09000
Ukraine,81,2022,Government of Italy,9,14,Italy,6571741.51,0.59000
DRC,24,2024,Government of Canada,119,7,Canada,2906507.13,0.19000
South Sudan,19,2016,Government of Denmark,5,8,Denmark,2896787.46,0.23000
Syria Cross border,70,2024,"UN, NGOs and other entities",106,106,UN and Other Agencies,1380.41,0.00000
Ethiopia,53,2012,Government of Spain,15,21,Spain,649350.65,0.06000
DRC,24,2021,Sida,20,22,Sweden,5747025.16,0.38000
Syria Cross border,70,2024,Japan,60,60,Japan,300000.00,0.03000
Lebanon,71,2022,Sida,20,22,Sweden,1748889.73,0.55000
South Sudan,19,2023,Government of Norway,12,17,Norway,4549106.14,0.37000
Ethiopia,53,2012,Government of the United Kingdom (Former DFID),19,9,United Kingdom,12558869.70,1.12000
Ukraine,81,2019,Government of Republic of Korea,14,63,Republic of Korea,400000.00,0.04000
Syria,62,2015,Kuwait,64,64,Kuwait,2500000.00,0.33000
oPt,67,2022,Government of Norway,12,17,Norway,1025849.25,0.21000
oPt,67,2010,Government of Spain,15,21,Spain,1622398.62,0.33000
Niger (RhPF-WCA),84,2021,Government of Republic of Korea,14,63,Republic of Korea,750000.00,1.09000
Somalia,21,2018,Government of Canada,119,7,Canada,1566968.87,0.18000
Afghanistan,23,2019,Government of Germany,7,11,Germany,3222746.10,0.27000
Afghanistan,23,2021,Government of Netherlands,11,16,Netherlands,23078900.00,1.94000
Ukraine,81,2020,Government of Germany,7,11,Germany,4499201.71,0.40000
Ukraine,81,2026,Government of Denmark,5,8,Denmark,6989355.37,0.62000
oPt,67,2024,San Marino,90,90,San Marino,10729.61,0.00000
oPt,67,2021,Government of Switzerland,16,24,Switzerland,3299622.82,0.66000
Lebanon,71,2015,Sida,20,22,Sweden,1142102.04,0.36000
Haiti,54,2011,Moldova,75,75,Moldova,10308.64,0.01000
Nigeria,75,2020,IRISH AID,23,13,Ireland,1091703.06,0.29000
Yemen,64,2021,Lithuania,67,67,Lithuania,117233.29,0.01000
Myanmar,59,2021,Government of Australia,2,3,Australia,3859750.84,0.94000
DRC,24,2009,Government of Belgium,4,6,Belgium,2158273.38,0.14000
Sudan,15,2016,Government of Switzerland,16,24,Switzerland,496228.66,0.03000
oPt,67,2024,Government of Republic of Korea,14,63,Republic of Korea,2000000.00,0.40000
Lebanon,71,2015,Government of Netherlands,11,16,Netherlands,10317460.32,3.24000
Ethiopia,53,2026,New Zealand,80,80,New Zealand,866050.81,0.08000
Somalia,21,2022,Sida,20,22,Sweden,6888402.92,0.78000
CAR,17,2025,Government of Luxembourg,10,15,Luxembourg,361944.16,0.10000
Lebanon,71,2022,Government of Germany,7,11,Germany,4844961.24,1.52000
Venezuela,83,2025,Portugal,86,86,Portugal,158450.70,0.20000
Iraq,72,2019,Government of Malaysia,69,69,Malaysia,100000.00,0.03000
Afghanistan,23,2016,Government of Netherlands,11,16,Netherlands,6810000.00,0.57000
Somalia,21,2022,Government of Netherlands,11,16,Netherlands,9733005.00,1.10000
Ethiopia,53,2015,Government of the United Kingdom (Former DFID),19,9,United Kingdom,43381925.71,3.87000
Afghanistan,23,2025,Greece,53,53,Greece,58548.01,0.00000
Syria,62,2017,Government of Spain,15,21,Spain,1176470.59,0.15000
Nigeria,75,2017,Government of Canada,119,7,Canada,775088.05,0.20000
Sudan,15,2024,Latvia,65,65,Latvia,20986.36,0.00000
Lebanon,71,2025,Iceland,55,55,Iceland,486852.15,0.15000
Nigeria,75,2018,Government of Norway,12,17,Norway,2790962.28,0.74000
Sudan,15,2020,Government of Netherlands,11,16,Netherlands,4311804.00,0.26000
CAR,17,2025,Government of Philippines,85,85,Philippines,20000.00,0.01000
Yemen,64,2023,Government of Malaysia,69,69,Malaysia,100000.00,0.01000
Somalia,21,2026,Government of Denmark,5,8,Denmark,4714206.72,0.53000
CAR,17,2018,Government of Canada,119,7,Canada,771724.03,0.20000
Afghanistan,23,2025,Government of Denmark,5,8,Denmark,4660974.68,0.39000
oPt,67,2016,IRISH AID,23,13,Ireland,212314.23,0.04000
Myanmar,59,2020,New Zealand,80,80,New Zealand,1120350.00,0.27000
Yemen,64,2027,Jersey,120,120,Jersey,280748.66,0.02000
Nigeria,75,2023,Government of Luxembourg,10,15,Luxembourg,109170.31,0.03000
Syria Cross border,70,2019,Government of Belgium,4,6,Belgium,7954545.45,0.69000
Lebanon,71,2020,Government of Cyprus,45,45,Cyprus,12500.00,0.00000
Yemen,64,2022,Government of Norway,12,17,Norway,4645751.30,0.37000
oPt,67,2023,Jersey,120,120,Jersey,182038.84,0.04000
Yemen,64,2018,Government of Denmark,5,8,Denmark,9663250.71,0.78000
Haiti (RhPF-LAC),88,2025,Government of Luxembourg,10,15,Luxembourg,837905.82,0.59000
Syria,62,2024,Government of Italy,9,14,Italy,4721930.75,0.62000
Pakistan,60,2018,Government of the United Kingdom (Former DFID),19,9,United Kingdom,4078167.90,3.83000
Syria,62,2023,Iceland,55,55,Iceland,641967.57,0.08000
Syria,62,2024,Greece,53,53,Greece,1060451.75,0.14000
CAR,17,2016,Sida,20,22,Sweden,4528146.03,1.20000
South Sudan,19,2020,Government of Republic of Korea,14,63,Republic of Korea,500000.00,0.04000
